date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:12:15	18248/18248	---M-Z	200	added ('OK')	text/html	etag:%224748-5dbaa99f1ec18-gzip%22	https://preview.erilisdesign.com/html/blum/countdown-white-background.html	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/countdown-white-background.html	(from )
23:12:16	852/852	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2026%20May%202022%2017:42:15%20GMT	https://preview.erilisdesign.com/robots.txt		(from )
23:12:16	59348/59348	---M-Z	200	added ('OK')	text/css	etag:%22e7d4-5dbaaa7f65d2d-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/fontawesome/css/all.min.css	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/fontawesome/css/all.min.css	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:17	17531/17531	---M-Z	200	added ('OK')	text/css	etag:%22447b-5dbaaa819f6bb-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/themify-icons/css/themify-icons.css	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/themify-icons/css/themify-icons.css	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:17	9461/9461	---M-Z	200	added ('OK')	text/css	etag:%2224f5-5dbaaa44f4762-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/vegas/vegas.min.css	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/vegas/vegas.min.css	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:18	58139/58139	---M-Z	200	added ('OK')	text/css	etag:%22e31b-5dbaaa44a4726-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/animate.css/animate.min.css	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/animate.css/animate.min.css	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:18	275536/275536	---M-Z	200	added ('OK')	text/css	etag:%2243450-5dbaa9e9b9ff1-gzip%22	https://preview.erilisdesign.com/html/blum/assets/css/theme.css	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/css/theme.css	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:19	526/526	---M--	200	added ('OK')	image/png	etag:%2220e-5dbaa9e9db560%22	https://preview.erilisdesign.com/html/blum/assets/images/logo.png	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/images/logo.png	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:20	86929/86929	---M-Z	200	added ('OK')	application/javascript	etag:%2215391-5dbaaa807709a-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/jquery/dist/jquery.min.js	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/jquery/dist/jquery.min.js	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:20	21262/21262	---M-Z	200	added ('OK')	application/javascript	etag:%22530e-5dbaaa815eacd-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/popper.js/dist/popper.min.js	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/popper.js/dist/popper.min.js	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:21	63246/63246	---M-Z	200	added ('OK')	application/javascript	etag:%22f70e-5dbaaab97a1d8-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/bootstrap/dist/js/bootstrap.min.js	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/bootstrap/dist/js/bootstrap.min.js	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
23:12:21	24379/24379	---M-Z	200	added ('OK')	application/javascript	etag:%225f3b-5dbaaa80ecb32-gzip%22	https://preview.erilisdesign.com/html/blum/assets/vendor/jquery-validation/dist/jquery.validate.min.js	C:/Users/PC/Desktop/Artist/count/preview.erilisdesign.com/html/blum/assets/vendor/jquery-validation/dist/jquery.validate.min.js	(from https://preview.erilisdesign.com/html/blum/countdown-white-background.html)
