date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:05	2188/2188	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Apr%202020%2014:42:49%20GMT	http://brandio.io/envato/iofrm/html/login23.html	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/login23.html	(from )
15:46:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jun%202022%2010:16:07%20GMT	http://brandio.io/robots.txt		(from )
15:46:08	162017/162017	---MCZ	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:05:59%20GMT	http://brandio.io/envato/iofrm/html/css/bootstrap.min.css	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/css/bootstrap.min.css	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:08	36599/36599	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	http://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:08	43251/43251	---M-Z	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:13:06%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-style.css	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/css/iofrm-style.css	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:09	11631/11631	---MCZ	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:14:21%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme27.css	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/css/iofrm-theme27.css	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:10	8282/8282	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Mar%202022%2021:59:05%20GMT	http://brandio.io/envato/iofrm/html/index.html	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/index.html	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:10	3569/3569	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Jun%202022%2011:44:15%20GMT	http://brandio.io/envato/iofrm/html/images/logo-light.svg	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/images/logo-light.svg	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:11	659/659	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Jun%202022%2010:16:12%20GMT	http://brandio.io/envato/iofrm/html/images/graphic8.svg	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/images/graphic8.svg	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:11	759/759	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Jun%202022%2010:16:13%20GMT	http://brandio.io/envato/iofrm/html/images/icon1.svg	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/images/icon1.svg	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:12	86927/86927	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/js/jquery.min.js	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/js/jquery.min.js	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:12	21233/21233	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Mar%202022%2022:05:15%20GMT	http://brandio.io/envato/iofrm/html/js/popper.min.js	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/js/popper.min.js	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:13	62440/62440	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Mar%202022%2022:05:32%20GMT	http://brandio.io/envato/iofrm/html/js/bootstrap.min.js	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/js/bootstrap.min.js	(from http://brandio.io/envato/iofrm/html/login23.html)
15:46:14	948/948	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Jul%202021%2011:44:47%20GMT	http://brandio.io/envato/iofrm/html/js/main.js	C:/Users/PC/Desktop/Artist/invoice/brandio.io/envato/iofrm/html/js/main.js	(from http://brandio.io/envato/iofrm/html/login23.html)
